s.no,Source,Date,Headline,News_body,Link
48,KRISHI JAGRAN,06-05-2026,Fruit Farming,"Cultivation process of different fruits in India along with latest varieties and marketing advise It is common sense to know that apple farming is usually done in cold regions as they are mostly cultivated in Himachal Pradesh, but you will be astonished to know that now apples can also thrive at temperatures ranging from 40 to 46 degrees. Let's… Sun melon cultivation in India offers a sweet and promising opportunity with its adaptable nature and high market demand, provided you follow proper guidelines.… Macadamia nut cultivation in India requires a subtropical climate, well-drained soil, and careful management to thrive, with essential tips including proper irrigation, pest control, and harvesting techniques.… Heavy rains have caused significant damage to farms and resulted in the destruction of roads, power lines, and infrastructure, amounting to a loss of $550 million in Kashmir and Himachal Pradesh. Concurrently, adverse weather conditions have adversely affected India's vital rice crop, leading to an… Andhra Pradesh contributed 56.84 lakh tonnes to the country's total banana production, making up 16.5% of the entire yield in the fiscal year 2021-22.… The developmental projects in Qutubgarh village aim to improve the financial stability of local farmers and promote eco-tourism in the area while also supporting a healthy and sustainable lifestyle for villagers.… Tribal farmers in Odisha are pursuing fruit plantations and are relishing sustainable income benefits.… The Himachal Pradesh government has directed the sale of apples and similar fruits to be based on the weight in all markets, to curb the practice of over-packaging. Sellers must pack fruits in boxes not exceeding 24 kg and specify the weight with a permanent… Fruits are an integral part of the human diet and contribute towards nutrition, as they are rich sources of fiber, vitamin C, and water. Through this guide, you will understand the basic steps of how to grow exotic fruits.… If you are also curious about how seedless grapes are grown, then you have landed at the right place! Feel free to follow the steps if you plan on growing these juicy fruits yourself.… The horticulture department would sell farmers saplings for between Rs 15 and Rs 20 each to encourage them to start cultivating strawberries in this area.… Although some people may not be interested in growing blueberries at home, under the correct circumstances, this crop might be the ideal addition to portions of the garden with acidic, well-draining soil (for example, close to a stand of pine trees) and full light.… Pomegranate is a plant of sub-tropical climate; it can grow well in a semi-arid climate.… Papaya trees are tough but they do need a little assistance and support for nourishment. Papaya trees, like most plants, can suffer from nutrient deficits, which can cause a variety of issues. As a result, papaya tree owners should be prepared to fertilize their trees… Hussain has been the buzz of the town after successfully growing strawberry and watermelon as cash crops (off-season agriculture for profit).… Over the last few years, there has been a structural shift in the state's cropping patterns. Horticulture is expanding at a quicker rate than agriculture, making AP a major horticulture hub.… Many farmers have switched to banana cultivation after cultivating vegetables, according to A R Narayanasamy, President of the Banana Prodistrict, since bananas are a low-maintenance crop as opposed to other crops.… Bahusaheb Kanchan, a farmer, told ANI that he was inspired after visiting Europe in 2013 and seeing people in the country cultivating grapes and other fruits on their terraces.… In this article, we have written about how you can earn in lakhs through banana farming.",https://krishijagran.com/fruit-farming/
49,KRISHI JAGRAN,26-02-2021,Netizens are going crazy over Yellow Watermelons cultivated by a Karnataka Farmer,"The passion for fruits and their bright colours can never go away, and this love for rare fruits has made this young farmer based in Karnataka grow 'Yellow Watermelons' and the tempting colour of these watermelons surprises netizens. This watermelon's yellow flesh and its sweet flavour will help you ditch the red watermelons you enjoy most. The passion for fruits and their brightcolourscan never go away, and thislove for rarefruitshas made this young farmer based in Karnataka grow 'Yellow Watermelons'. The tempting colour of these watermelons is making netizens go crazy. Thiswatermelon'syellow flesh and its sweet flavour will help you ditch the red watermelons you enjoy most. Basavaraj Patil, a graduate and a new-generation farmer, is all set to take farming to a new level, according to a leading daily. After sharing his cultivation, this young farmer fromKorallivillage inKalaburagi, Karnataka, has taken the internet by storm and said that the yellow watermelon is much sweeter than the normal one. India is a land of fruit.",https://krishijagran.com/agriculture-world/netizens-are-going-crazy-over-yellow-watermelons-cultivated-by-a-karnataka-farmer/
50,KRISHI JAGRAN,12-03-2025,"Assam Farmer Earns Rs 40,000 per Bigha from Organic Watermelon and King Chilli, Focusing on Sustainable Farming and Double Cropping","Nitul Saikia, a progressive Assam farmer, earns Rs 40,000 per bigha from organic watermelon and king chilli farming. He also cultivates vegetables, practices double cropping, and emphasizes sustainable agriculture. Despite challenges, he continues to inspire others with his perseverance and dedication. Nitul Saikia, a 36-year-old farmer and entrepreneur from Nilakh Balijan Village in Dhemaji, Assam, has been dedicated to agriculture since 2013. Prior to his farming journey, he worked as a temporary teacher in 2011, but faced difficulties transitioning to the agricultural sector. He began with poultry farming, and over time, expanded his ventures to include growing vegetables like gourds, cauliflower, and cabbage. In the past four years, Nitul and his team of four have successfully ventured into the commercial cultivation of watermelons and king chillies, further diversifying his agricultural pursuits. Since beginning his agricultural journey in 2013, Nitul gradually expanded frompoultry farmingto growing a variety of vegetables.",https://krishijagran.com/success-story/assam-farmer-earns-rs-40-000-per-bigha-from-organic-watermelon-and-king-chilli-focusing-on-sustainable-farming/
51,KRISHI JAGRAN,20-05-2022,Farmers in Trouble as Watermelon Yield Drops Due to Heat Wave,"Farmers in the Prayagraj region began growing hybrid watermelons and melons using the mulch cultivation technique because they have a higher Total Solid Sugar (TSS) value. Summer fruits are grown on over 2500 acres in Prayagraj, Kaushambi, and Fatehpur districts. The heatwave and high temperatures have harmed watermelon growers, reducing crop yield and fruit weight. Farmers in Prayagraj, Kaushambi, and Fatehpur districts who grow the famous watermelon varieties Saraswati, Arohi, and Muskan are having difficulty selling their produce in other districts and states. According to farmers, the high temperatures have hampered production and reduced the weight of melons. The production of watermelon varieties has decreased by 35% to 40% on average due to the extreme heat, they added. ""We have been facing difficult times for the past three years,"" said farmer Mohd Qayum. While the corona pandemic affected our sales in the previous two years, this year's crop was hit by aheatwaveand high temperatures.",https://krishijagran.com/agriculture-world/farmers-in-trouble-as-watermelon-yield-drops-due-to-heat-wave/
52,KRISHI JAGRAN,09-05-2024,The Surprising Truth About Seedless Watermelons,"Explore the fascinating world of seedless watermelons and the innovative technique behind their creation. Watermelon, scientifically known asCitrullus lanatus, is a beloved summer staple, offering not just a burst of refreshing sweetness but also a way to beat the heat. With its high water content, it's a go-to choice for quenching thirst and staying hydrated during sweltering temperatures. Beyond its hydrating properties, watermelon packs a punch of essential nutrients, including lycopene, citrulline, and vitamins A and C, making it a nutritious addition to any diet. In India, Uttar Pradesh and Andhra Pradesh lead the pack in watermelon production, followed closely by Tamil Nadu, Karnataka, and Orissa. However, while watermelon is widely adored, the presence of seeds can pose an inconvenience for consumers. To address this issue, researchers have introduced a solution that has gained global recognition: seedless watermelon. Contrary to natural watermelons, seedless watermelons are a hybrid variety that was created from innovative breeding techniques pioneered by H.",https://krishijagran.com/agripedia/the-surprising-truth-about-seedless-watermelons/
53,KRISHI JAGRAN,17-04-2018,Go ahead and harvest the Watermelon,"The watermelon is a scrambling and training vine in the flowering plant family Cucurbitaceous The watermelon is a scrambling and training vine in the flowering plant family Cucurbitaceous . Watermelon may be a natural Viagra, says a researcher. That's because the summer fruit is richer than expected believed in an ammonia acid called Citrulline, which relaxes and dilates blood vessels much like Viagra and other drugs meant to treat erectile dysfunction. Lets know more about the watermelon. It is a warm season crop mainly grown in tropical and subtropical regions. Broadly a long period of warm, preferably dry weather with abundant sunshine is required. It is susceptible to frost. Excess humidity will promote the attack of diseases and insect-pests.",https://krishijagran.com/agripedia/go-ahead-and-harvest-the-watermelon/
54,KRISHI JAGRAN,06-05-2026,How to Grow and Sell Watermelons: Lesson and Tips from Experienced Farmer,"Pritam Singh Rajput is an Organic farmer, owner of Rajput watermelon farms, from Sirali in Harda district of Madhya Pradesh. He has been a water melon farmer for last 10 years. Through experience he has learnt and something he advises all his fellow farmers is to leave traditional farming and modernize their farms to maximize their profits. Thefruit of watermeloncan be harvested after about 2 months of growth and lots of money is to be made here. Ideal time to grow watermelons is from 15th January till 31st March or 5th April. So you must plan to grow the fruit during this period and it is extremely popular in summers. There is a huge demand for high quality watermelons. For those farmers interested in cultivating watermelons he shows us his farm and talks about thedrip irrigationandmulchingon his farm.",https://krishijagran.com/ftb-stories/how-to-grow-and-sell-watermelons-lesson-and-tips-from-experienced-farmer/
55,KRISHI JAGRAN,06-05-2026,Watermelon cultivation,"Watermelon is one of the flowering plant species. Watermelon is also grown for commercial purposes in long frost free warm periods. Asia grows three fourth of the world production. In comparison of other crops, cultivation of watermelon requires more sunlight and space. Watermelon belongs to climatic vegetable. Serotonin is toxic substance present in watermelon. Cucurbitacin is the bitter molecule found in it. Watermelon is suitable for long distance transport.",https://krishijagran.com/crop-calendar/watermelon-cultivation/
56,KRISHI JAGRAN,06-05-2026,Recent Advances in Hi-Tech Vegetable Nursery Production,"Vegetable nursery production has become a highly commercialized business, wherein most farmers buy their plugs from professional growers. A vegetable nursery is a place or an establishment for raising or handling young vegetable seedlings until they are ready for more permanent planting. The seeds of some vegetables are first sown in the nursery beds and the seedlings from these beds are later transplanted in the main field. Such vegetables are generally small-seeded crops that belong to solanaceous, cruciferous, and cucurbitaceous families besides onion, lettuce, asparagus, etc. In the future, many more crops may be grown as seedling transplants, especially those of high economic value and potentially high seed cost. Advantages of nursery raising:Nursery raising is an essential practice owing to the following reasons (Nandpuri and Singh, 1986): It is convenient to look after the ‘baby seedlings’ with better care in nursery bed. The size of seeds being small, it is almost impossible to do direct sowing properly. The hybrid seeds being expensive can receive better care and thus ensuring uniform crop stand.",https://krishijagran.com/featured/recent-advances-in-hi-tech-vegetable-nursery-production/
57,KRISHI JAGRAN,16-04-2021,7 Reasons You Should Eat Muskmelons This Summer,"As summer is already here, we must take foods that can be digested easily, boost our energy level and reduce heat in the body. Muskmelon is one such fruit having all these benefits. As summer is already here, we must take foods that can be digested easily, boost our energy level and reduce heat in the body.Muskmelonis one such fruit having all these benefits. It is juicy, fleshy, aromatic, packed with a bevy of minerals and antioxidants, melons are a storehouse of health benefits. Here are some of its benefits discussed below: As per the book 'Healing Foods' muskmelon derive their bright colour from antioxidant beta-carotene, which supports overall eye health. It also contains zeaxanthin and lutein, which are good for eye sight and prevents age-related vision problems. Eating muskmelon regularly can help in preventing the development of age-related eyesight loss and support proper eye function throughout the life. Research indicates that regularly consuming foods that are rich in these antioxidants along with vitamins A and C, such as muskmelon, may lead to healthy eye functioning with good vision.",https://krishijagran.com/health-lifestyle/7-reasons-you-should-eat-muskmelons-this-summer/
58,KRISHI JAGRAN,24-01-2023,Crops Grown During Zaid Season,"Zaid crops are grown during the summer - between kharif and rabi crops. Zaid crops grow for a very short time, mostly from March to June. During the Zaid season, watermelon, muskmelon, cucumber, vegetables, and fodder crops are among the few crops that are cultivated. Now let’ talk about the crops grown in Zaid season in detail; Sugarcane(Saccharum officinarum) is a perennial grass of the grass family grown primarily for the sap from which sugar is processed. Most of the world's sugar cane is grown in subtropical and tropical regions. The plant is also grown for biofuel production, especially in Brazil, where sugar cane can be used directly to produce ethyl alcohol (ethanol). By-products of sugar cane processing, namely straw and bagasse (sugar cane fiber), can be used to produce cellulosic ethanol, a second-generation biofuel. Other cane products include molasses, rum, and cachaça (Brazilian alcohol), and the plant itself can be used for straw and fodder.",https://krishijagran.com/agripedia/crops-grown-during-zaid-season/
59,KRISHI JAGRAN,19-05-2025,"Pusa Sarda: Premium Muskmelon for High Yields, Quality, and Long Shelf Life in Net House Farming","Have you ever wondered if muskmelons can be grown in net houses? Pusa Sarda, the first muskmelon variety suited for cultivation in net houses, is particularly well-suited for the Northern Indian Plains. With its yield potential, flavor, and market demand, this variety has the potential to be a game-changer for farmers. Muskmelons are a popular and refreshing fruit, known for their sweet taste and vibrant appearance. Pusa Sarda, also known as Pusa Sunehari, is an exceptional variety developed to thrive in net-house cultivation, particularly in the North Indian plains. Released in 2015-16, this unique variety stands out for its golden-yellow rind, thick, crispy flesh, and remarkable sweetness. Bred to perform under controlled environments, Pusa Sarda offers higher yields, superior quality, and reduced post-harvest losses. Whether you’re a grower seeking a high-yielding crop or a consumer in search of a top-tier muskmelon, Pusa Sarda delivers outstanding results on all fronts. Pusa Sarda is the first variety of Sarda melon specifically developed for controlled net-house conditions, which provide an optimized environment formelon cultivation.",https://krishijagran.com/agripedia/pusa-sarda-premium-muskmelon-for-high-yields-quality-and-long-shelf-life-in-net-house-farming/
60,KRISHI JAGRAN,03-04-2018,GROW MUSKMELON AND EARN MORE,Melon are the fruit specially known for their high water content and muskmelon no exception. This is one of the many fruits which you must consume in hot days and peculiarly in summer days. Muskmelon is one of the those fruits which help you overcome dehydration thanks to his excellent water retention capability. Melon is the fruit especially known for their high water content and muskmelon no exception. This is one of the many fruits which you must consume in hot days and peculiarly in summer days. Muskmelon is one of those fruits which help you overcome dehydration thanks to his excellent water retention capability. It takes some effort to grow the muskmelon. The work payoff with a delicious harvest.,https://krishijagran.com/agripedia/grow-muskmelon-and-earn-more/
61,KRISHI JAGRAN,17-08-2024,Suraksha Cotton: A High-Quality Solution for Organic Cotton Production,"Suraksha Cotton is a game-changer in the world of cotton farming. With its exceptional fiber quality, high yield potential, and suitability for organic production, it offers a valuable alternative for farmers seeking to enhance their productivity while contributing to sustainable agricultural practices. Cotton is one of the most important crops in the agricultural sector, serving as a backbone for the textile industry. The advent of advanced cotton varieties has significantly contributed to enhanced yields and better fiber quality. Among these,Suraksha Cottonhas emerged as a promising variety, especially suitable for organic cotton production and natural farming. Developed by theICAR-Central Institute for Cotton Research, Maharashtra, Suraksha Cotton is designed to thrive in the Central and South zones of India. Suraksha Cotton is a hybrid variety, derived from the cross between Surabhi variety and a hybrid of MCU 5 X Z2 variety. This strong genetic foundation contributes to the variety's resilience and high performance under various environmental conditions.",https://krishijagran.com/agripedia/suraksha-cotton-a-high-quality-solution-for-organic-cotton-production/
62,KRISHI JAGRAN,06-10-2022,World Cotton Day 2022: 10 Interesting Facts About This Natural Fibre,"Cotton is a global commodity cultivated in more than 75 nations and traded worldwide. World Cotton Day is celebrated on 7 October to highlight its role and importance in creating jobs & maintaining economic stability in the least-developed countries. The motive of celebrating World Cotton Day is to tell everyone about the benefit of this natural fibre through its evolution, individuals benefit, production & trade. Purshottam Sharma, Ex-Deputy director, Govt of Rajasthan told Krishi Jagran that onWorld Cotton Dayevery year, they organize various events where eminent scientists, agriculture experts, and innovative cotton farmers participate and share their thoughts on the importance and production of cotton, every year. He further said that they present awards to the progressive cotton farmers on this day. Talking about diseases in cotton, he said pink bollworm is one of the most destructive pests that severely damaged cotton crops in Punjab, Haryana, and Northern Rajasthan last year. However, this year Rajasthan has seen lesser pink bollworm infestation. Cottonis the most environmentally friendly raw material for the textile industry because it is renewable and biodegradable in comparison to synthetic alternatives.",https://krishijagran.com/blog/world-cotton-day-2022-10-interesting-facts-about-cotton/
63,KRISHI JAGRAN,08-11-2019,India's Cotton Production for 2019-20 Estimated at 354.5 Lakh Bales,"The Cotton Association of India (CAI) published its first cotton crop estimate for the season starting October 2019 with a bigger crop size at 354.5 lakh bales (each of 170 kg) that is higher by about 42.5 lakh bales, as compared to 312 lakh bales reported in 2018-19. The Cotton Association of India (CAI) published its first cotton crop estimate for the season starting October 2019 with a bigger crop size at 354.5 lakh bales (each of 170 kg) that is higher by about 42.5 lakh bales, as compared to 312 lakh bales reported in 2018-19. There is a rise in cotton crop estimates for the 2019-20 season because of the higher acreage if compared to that of the last season. According to government data, total cotton farming for the current kharif season is at 127.67 lakh hectares that is about 7 lakh hectares more than 121 lakh hectares in the previous year. President, Cotton Association of India, Atul Ganatra said that ""Moreover, the CAI estimates yields to be higher as India has received a good rainfall this year. But, there are reports of damage to the crop in some pockets because of flooding due to excess rainfall. Keeping this in mind, increase in crop is restricted to 13.62%"". In the new season, total cotton arrivals for October 2019 are projected at 13.40 lakh bales.",https://krishijagran.com/agriculture-world/indias-cotton-production-for-2019-20-estimated-at-3545-lakh-bales/
64,KRISHI JAGRAN,06-05-2026,Cashing in on Cotton: 4 Tips to Increase your Cotton Yield,"Cotton is one of the most importantcash crops of India, playing a dominant role in the agricultural economy of the country; providing a direct livelihood to 6 million farmers and about 40 -50 million people who are employed in the cotton trade and its processing. Cotton has the potential to lift millions out of poverty. But cotton is susceptible to arange of pests, and is highly vulnerable to diseases and weed infestations. As such, many marginal farmers struggle to optimise crop yield and reap the subsequent profits from this potentially lucrative crop. By harnessing a few simple measures however, farmers can go a long way in increasing both the quality and quantity of their cotton production, and reap the benefits as a result. Soil is one of the fundamental assets of any farmer. It is also the most neglected and unknown resource. The result is that most farms in India have poor soil health, resulting in poor yields and leading to depletion of soils, wind erosion, surface runoff, and land degradation.",https://krishijagran.com/featured/cashing-in-on-cotton-4-tips-to-increase-your-cotton-yield/
65,KRISHI JAGRAN,06-05-2026,Cotton production,,https://krishijagran.com/topic/?id=Cotton%20production
66,KRISHI JAGRAN,13-06-2020,Monsoon: Five Tips on How to Grow and Increase Cotton Yield during Rainy Season,"Cotton is both tropical and subtropical crops, and India is among the top three cotton-producing countries in the world. It usually grows in temperatures of 21-30 degrees Celsius while it requires a minimum of 50-100 cm of rainfall. While the country stands at the top position worldwide, the monsoon has an immense role in the achievement as monsoon delivers 75% of rainfall which is required for the production. The normal monsoon is a good indication for the cotton production in India. With the onset of monsoon, the Kharif growers are looking forward to getting high yields by the end of the year. Among the top Kharif crops to grow during monsoon, cotton is believed to be the highest yielding crop and a normal monsoon could be a bliss for the farmers. Cotton is both tropical and subtropical crops, and India is among the top three cotton-producing countries in the world. It usually grows in temperatures of 21-30 degrees Celsius while it requires a minimum of 50-100 cm of rainfall.",https://krishijagran.com/news/monsoon-five-tips-on-how-to-grow-and-increase-cotton-yield-during-rainy-season/
67,KRISHI JAGRAN,22-08-2020,All About Cotton Farming in Meghalaya,"Meghalaya is a cotton producing state in India. However, it has not received the required recognition in the country. The cotton from here is supplied to many other states of the country and is used in the production of female apparels. There are few problems faced by Meghalaya in the production of Cotton. Government should take up proper measures to take care of the underlying problems and help them reach its maximum limit. Meghalaya is home to many fibre crops, Cotton is the most widely grown fibre crop in the region. In Meghalaya, cotton is considered as the popular profit crop and has got maximum land allocation for the cultivation of the same. Cotton cultivation is done in few districts of Meghalaya, however around 90% of cultivation happens in the Garo Hills district.",https://krishijagran.com/agripedia/all-about-cotton-farming-in-meghalaya/
68,KRISHI JAGRAN,08-05-2025,"Challenges, Solutions and Prospects of Cotton Farming in India","Cotton farming in India faces challenges like poor germination, pests, and climate change. Adopting certified seeds, bio-based protection, and advanced water management can boost resilience, improve yields, and restore economic viability, sustaining millions of farmers' livelihoods amid environmental uncertainties. Cotton cultivation is one of India's most crucial cash crops and the backbone of income for numerous farmers. Even though it's a vital crop, cotton production has been continuously declining over the past few years. There are various reasons behind it like poor seed germination, pest attack, diseases, increasing temperatures, and irregular rainfalls. These problems can be overcome and cotton cultivation can become sustainable and profitable with the adoption of modern organic and scientific methods. Cotton is largely cultivated in Gujarat, Maharashtra, Madhya Pradesh, Karnataka, Punjab, Haryana, Rajasthan, Tamil Nadu, and Andhra Pradesh. Among these, the top cotton-producing state is Gujarat followed by Maharashtra and then Telangana.",https://krishijagran.com/blog/challenges-solutions-and-prospects-of-cotton-farming-in-india/
69,KRISHI JAGRAN,06-05-2026,Cotton,"The cotton plant is a warm season woody perennial shrub, which is grown as an annual field crop because these plants grow in different environments. This plant grows in various environments farmers can get options from varieties of options that are bred to be productive in various environmental and cultural traditions. Cotton is the most important fiber and a cash crop for India and plays an important role in the agricultural and industrial economy. It is used as a basic raw material in cotton textile industry and provides around 6 million farmers, a direct livelihood and 40-50 million people work in the cotton trade. Cotton farming uses a lot of pesticides; data reveals that about 44.5% of the total pesticides are used in the Cotton cultivation. Cotton is a water thirsty crop and almost 6% of the water for irrigation is used for cotton cultivation in India. In India, the major cotton growing states are: Punjab, Haryana, Rajasthan, Northern Zone, Gujarat, Maharashtra, Madhya Pradesh Maharashtra has the largest area under Cotton cultivation followed by Gujarat. Long Staple Cotton-It has the longest fiber with length of 24-27 mm.",https://krishijagran.com/crop-calendar/cotton/
70,KRISHI JAGRAN,06-05-2026,Fruit Farming,"Cultivation process of different fruits in India along with latest varieties and marketing advise It is common sense to know that apple farming is usually done in cold regions as they are mostly cultivated in Himachal Pradesh, but you will be astonished to know that now apples can also thrive at temperatures ranging from 40 to 46 degrees. Let's… Sun melon cultivation in India offers a sweet and promising opportunity with its adaptable nature and high market demand, provided you follow proper guidelines.… Macadamia nut cultivation in India requires a subtropical climate, well-drained soil, and careful management to thrive, with essential tips including proper irrigation, pest control, and harvesting techniques.… Heavy rains have caused significant damage to farms and resulted in the destruction of roads, power lines, and infrastructure, amounting to a loss of $550 million in Kashmir and Himachal Pradesh. Concurrently, adverse weather conditions have adversely affected India's vital rice crop, leading to an… Andhra Pradesh contributed 56.84 lakh tonnes to the country's total banana production, making up 16.5% of the entire yield in the fiscal year 2021-22.… The developmental projects in Qutubgarh village aim to improve the financial stability of local farmers and promote eco-tourism in the area while also supporting a healthy and sustainable lifestyle for villagers.… Tribal farmers in Odisha are pursuing fruit plantations and are relishing sustainable income benefits.… The Himachal Pradesh government has directed the sale of apples and similar fruits to be based on the weight in all markets, to curb the practice of over-packaging. Sellers must pack fruits in boxes not exceeding 24 kg and specify the weight with a permanent… Fruits are an integral part of the human diet and contribute towards nutrition, as they are rich sources of fiber, vitamin C, and water. Through this guide, you will understand the basic steps of how to grow exotic fruits.… If you are also curious about how seedless grapes are grown, then you have landed at the right place! Feel free to follow the steps if you plan on growing these juicy fruits yourself.… The horticulture department would sell farmers saplings for between Rs 15 and Rs 20 each to encourage them to start cultivating strawberries in this area.… Although some people may not be interested in growing blueberries at home, under the correct circumstances, this crop might be the ideal addition to portions of the garden with acidic, well-draining soil (for example, close to a stand of pine trees) and full light.… Pomegranate is a plant of sub-tropical climate; it can grow well in a semi-arid climate.… Papaya trees are tough but they do need a little assistance and support for nourishment. Papaya trees, like most plants, can suffer from nutrient deficits, which can cause a variety of issues. As a result, papaya tree owners should be prepared to fertilize their trees… Hussain has been the buzz of the town after successfully growing strawberry and watermelon as cash crops (off-season agriculture for profit).… Over the last few years, there has been a structural shift in the state's cropping patterns. Horticulture is expanding at a quicker rate than agriculture, making AP a major horticulture hub.… Many farmers have switched to banana cultivation after cultivating vegetables, according to A R Narayanasamy, President of the Banana Prodistrict, since bananas are a low-maintenance crop as opposed to other crops.… Bahusaheb Kanchan, a farmer, told ANI that he was inspired after visiting Europe in 2013 and seeing people in the country cultivating grapes and other fruits on their terraces.… In this article, we have written about how you can earn in lakhs through banana farming.",https://krishijagran.com/fruit-farming/
71,KRISHI JAGRAN,03-01-2024,Hariman Sharma's HRMN 99: Revolutionizing Apple Farming Everywhere,"It is common sense to know that apple farming is usually done in cold regions as they are mostly cultivated in Himachal Pradesh, but you will be astonished to know that now apples can also thrive at temperatures ranging from 40 to 46 degrees. Let's find out how. Hariman Sharma, associated with the Ghumarwin Tehsil of Bilaspur district in Himachal Pradesh, needs no introduction today. He is a farmer who astonished everyone with his discovery in 2005. To promoteapple cultivationin the country, this agricultural scientist from Himachal Pradesh developed an apple variety that could be grown in lower regions as well. Until 2005, no one imagined that a fruit like apple, usually grown in snowy mountains, could be cultivated in the lower areas of Himachal Pradesh, which are just 700 meters above sea level and experience temperatures ranging from 40 to 46 degrees Celsius. He patented this developed apple variety under his name, calling it HRMN 99. The specialty of this apple is its adaptability in foggy regions.",https://krishijagran.com/success-story/hariman-sharmas-hrmn-99-revolutionizing-apple-farming-everywhere/
72,KRISHI JAGRAN,06-05-2026,How to Grow Fresh Apples Locally and Make Lots of Money,"Santosh Jadhav, apple grower from Kolhapur, Maharashtra recently released his video on FTB. He owns the brand Siddhi Agrotech. Santosh started planting apple seedlings in his nursery from 2018. Imported apple plants from Kashmir have been planted successfully in Maharashtra. Kashmir is well known for its variety and quality of apples. There is a big market for these apples in Maharashtra, so he decided to grow apples locally. He showed us his apple saplings and the method with which these are grown. The soil he uses, the manure he uses and how he waters these plants is clearly explained.",https://krishijagran.com/ftb-stories/how-to-grow-fresh-apples-locally-and-make-lots-of-money/
73,KRISHI JAGRAN,15-07-2023,Apple Production to Halve in Himachal & J&K Due to Heavy Rains,"The Indian government and concerned authorities are closely monitoring the situation and will likely step in to provide support and assistance to the affected apple farmers. Northern and northwestern India have been experiencing heavy rains since the past weekend, causing considerable damage to apple plantations inHimachal Pradeshand Jammu & Kashmir. This unfortunate development is likely to result in a considerable decline inapple productionin the country's two major apple-growing regions, potentially reducing output by at least half for the current season, according to statements from distressed farmers. Ravinder Chauhan, president of the Apple Growers Association of India, stated that the unrelenting rains had rendered it impossible for the growers to access their fields. As a result, they were unable to assess the full extent of the destruction. He further added that due to the rains, the growers were not able to visit the fields. According to their estimate, this year's apple production would be halved. However, the actual loss could only be determined once the rain ceased and the growers were able to visit the apple orchards to evaluate the situation.",https://krishijagran.com/news/apple-production-to-halve-in-himachal-jk-due-to-heavy-rains/
74,KRISHI JAGRAN,24-07-2023,Apple Production Hits India as Kashmir and Himachal Agricultural Fields Suffer Damage,"Heavy rains have caused significant damage to farms and resulted in the destruction of roads, power lines, and infrastructure, amounting to a loss of $550 million in Kashmir and Himachal Pradesh. Concurrently, adverse weather conditions have adversely affected India's vital rice crop, leading to an export ban imposed last week. India'sappleproduction is anticipated to decline significantly this year, nearly halving due to the impact of heavy rains and flashfloodsin the primary producing regions of the country, namely Kashmir and Himachal Pradesh. The adverse weather conditions not only caused damage to farms but also led to the destruction of roads, power lines, and infrastructure valued at Rs 4500 crore in Himachal Pradesh. Simultaneously, bad weather conditions affected India's crucialrice crop, resulting in an export ban. The states of Kashmir and Himachal Pradesh together contribute almost all of India's apple production, with a majority of the apples being consumed domestically. Exports account for less than 2% of the country's apple supply, primarily to Bangladesh and Nepal. Unfortunately, a fungus infestation has further worsened the situation, leaving fruits, including apples, to rot in the farms, and causing significant losses for the farmers.",https://krishijagran.com/news/apple-production-hits-india-as-kashmir-and-himachal-agricultural-fields-suffer-damage/
75,KRISHI JAGRAN,11-01-2021,The Growth of Apple - Not Just a Temperate Fruit Any Longer,"Traditionally, apples are grown in India in the States of Himachal Pradesh, Uttarakhand, Arunachal Pradesh, Nagaland and the erstwhile State of Jammu & Kashmir. Traditionally, apples are grown in India in the States of Himachal Pradesh, Uttarakhand, Arunachal Pradesh, Nagaland and the erstwhile State of Jammu & Kashmir. The latter having 78% of the total share of apple production in the country. Apples are now being grown in UTs Delhi & Chandigarh too, apart from the States of Punjab, Haryana, Karnataka, Maharashtra, Goa and Kerala. In India, the apple varieties i.e. Anna, Dorsette Golden, Hariman or HRMN 99 are being planted in the warmer regions of the country. Though may not be as delicious as the traditionally grown apples in cooler regions, yet are believed to fetch higher prices for the farmers of such regions. The question remains, with the cultivation of apples in the farmer regions of the country, the concerns of pests likely to be attaching the crop are to e taken care off and be seriously looked into.",https://krishijagran.com/crop-care/the-growth-of-apple-not-just-a-temperate-fruit-any-longer/
76,KRISHI JAGRAN,13-11-2025,From Serving the Nation to Serving the Soil: Retired Army Officer Leads Organic Farming with High-Density Apple Orchard in Himachal,"Colonel Divya Thakur, a retired Indian Army officer from Himachal Pradesh, has turned to organic apple farming, establishing a high-density orchard rooted in integrity, sustainability, and transparency. Combining military discipline with ecological ethics, he promotes organic practices and collective farmer empowerment through innovation and collaboration. In the peaceful foothills of Himachal Pradesh, where the Himalayas rise like silent guardians and apple orchards stretch across the slopes, a quiet yet powerful transformation is taking shape. But this change isn’t being led by a seasoned farmer- it’s being spearheaded by a soldier who, after retiring from the Army, turned to the soil with a renewed sense of purpose. Colonel Divya Thakur, a retired Indian Army officer, has embraced a new mission: to bring back the true meaning of‘organic’in Indian farming and rebuild the trust between what is grown on the land and what reaches the consumer’s plate. Colonel Thakur’s journey is deeply rooted in discipline and shaped by a legacy of service. As a fourth-generation Army officer and grandson of Brigadier Rajinder Singh, Maha Vir Chakra (Posthumous) - honoured as the ‘Saviour of Kashmir’ during the 1947 operations- service to the nation runs in his blood. After retiring from the Army in 2019, with 37 years of selfless service to the nation, he found himself facing a very different kind of battle: the growing misuse of the ‘organic’ label in agriculture, where food often marketed as chemical-free was anything but organic.",https://krishijagran.com/success-story/retired-army-officer-leads-organic-farming-with-high-density-apple-orchard-in-himachal/
